통계표,"8.8.1.1 주요국통화의 대원화 환율","8.8.1.1 주요국통화의 대원화 환율","8.8.1.1 주요국통화의 대원화 환율","8.8.1.1 주요국통화의 대원화 환율"
항목명1,"원/미국달러(매매기준율)","원/위안(매매기준율)","원/일본엔(100엔)","원/유로"
단위,"원 ","원 ","원 ","원 "
변환,"원자료","원자료","원자료","원자료"
1979/04/28,"484","","221",""
1979/04/30,"484","","221",""
1979/05/01,"484","","221",""
1979/05/02,"484","","216",""
1979/05/04,"484","","215",""
1979/05/07,"484","","217",""
1979/05/08,"484","","223",""
1979/05/09,"484","","225",""
1979/05/10,"484","","225",""
1979/05/11,"484","","227",""
1979/05/12,"484","","225",""
1979/05/14,"484","","225",""
1979/05/15,"484","","226",""
1979/05/16,"484","","228",""
1979/05/17,"484","","225",""
1979/05/18,"484","","225",""
1979/05/19,"484","","223",""
1979/05/21,"484","","223",""
1979/05/22,"484","","221",""
1979/05/23,"484","","221",""
1979/05/24,"484","","220",""
1979/05/25,"484","","221",""
1979/05/26,"484","","221",""
1979/05/28,"484","","221",""
1979/05/29,"484","","220",""
1979/05/30,"484","","219",""
1979/05/31,"484","","218",""
1979/06/01,"484","","220",""
1979/06/02,"484","","219",""
1979/06/04,"484","","219",""
1979/06/05,"484","","220",""
1979/06/07,"484","","219",""
1979/06/08,"484","","220",""
1979/06/09,"484","","220",""
1979/06/11,"484","","220",""
1979/06/12,"484","","221",""
1979/06/13,"484","","221",""
1979/06/14,"484","","220",""
1979/06/15,"484","","219",""
1979/06/16,"484","","220",""
1979/06/18,"484","","220",""
1979/06/19,"484","","221",""
1979/06/20,"484","","220",""
1979/06/21,"484","","221",""
1979/06/22,"484","","221",""
1979/06/23,"484","","222",""
1979/06/25,"484","","222",""
1979/06/26,"484","","225",""
1979/06/27,"484","","226",""
1979/06/28,"484","","224",""
1979/06/29,"484","","224",""
1979/06/30,"484","","223",""
1979/07/02,"484","","223",""
1979/07/03,"484","","222",""
1979/07/04,"484","","222",""
1979/07/05,"484","","222",""
1979/07/06,"484","","224",""
1979/07/07,"484","","223",""
1979/07/09,"484","","223",""
1979/07/10,"484","","223",""
1979/07/11,"484","","222",""
1979/07/12,"484","","222",""
1979/07/13,"484","","223",""
1979/07/14,"484","","222",""
1979/07/16,"484","","222",""
1979/07/18,"484","","223",""
1979/07/19,"484","","224",""
1979/07/20,"484","","225",""
1979/07/21,"484","","224",""
1979/07/23,"484","","224",""
1979/07/24,"484","","225",""
1979/07/25,"484","","226",""
1979/07/26,"484","","225",""
1979/07/27,"484","","226",""
1979/07/28,"484","","225",""
1979/07/30,"484","","225",""
1979/07/31,"484","","224",""
1979/08/01,"484","","223",""
1979/08/02,"484","","223",""
1979/08/03,"484","","223",""
1979/08/04,"484","","223",""
1979/08/06,"484","","223",""
1979/08/07,"484","","224",""
1979/08/08,"484","","224",""
1979/08/09,"484","","223",""
1979/08/10,"484","","224",""
1979/08/11,"484","","224",""
1979/08/13,"484","","224",""
1979/08/14,"484","","224",""
1979/08/16,"484","","223",""
1979/08/17,"484","","223",""
1979/08/18,"484","","222",""
1979/08/20,"484","","222",""
1979/08/21,"484","","223",""
1979/08/22,"484","","222",""
1979/08/23,"484","","222",""
1979/08/24,"484","","221",""
1979/08/25,"484","","221",""
1979/08/27,"484","","221",""
1979/08/28,"484","","220",""
1979/08/29,"484","","219",""
1979/08/30,"484","","219",""
1979/08/31,"484","","218",""
1979/09/01,"484","","220",""
1979/09/03,"484","","220",""
1979/09/04,"484","","219",""
1979/09/05,"484","","219",""
1979/09/06,"484","","218",""
1979/09/07,"484","","219",""
1979/09/08,"484","","219",""
1979/09/10,"484","","219",""
1979/09/11,"484","","220",""
1979/09/12,"484","","219",""
1979/09/13,"484","","218",""
1979/09/14,"484","","218",""
1979/09/15,"484","","216",""
1979/09/17,"484","","216",""
1979/09/18,"484","","216",""
1979/09/19,"484","","216",""
1979/09/20,"484","","216",""
1979/09/21,"484","","218",""
1979/09/22,"484","","219",""
1979/09/24,"484","","219",""
1979/09/25,"484","","217",""
1979/09/26,"484","","218",""
1979/09/27,"484","","217",""
1979/09/28,"484","","217",""
1979/09/29,"484","","215",""
1979/10/02,"484","","215",""
1979/10/04,"484","","215",""
1979/10/06,"484","","215",""
1979/10/08,"484","","215",""
1979/10/10,"484","","214",""
1979/10/11,"484","","215",""
1979/10/12,"484","","214",""
1979/10/13,"484","","213",""
1979/10/15,"484","","213",""
1979/10/16,"484","","211",""
1979/10/17,"484","","209",""
1979/10/18,"484","","207",""
1979/10/19,"484","","208",""
1979/10/20,"484","","209",""
1979/10/22,"484","","209",""
1979/10/23,"484","","208",""
1979/10/24,"484","","206",""
1979/10/25,"484","","206",""
1979/10/26,"484","","207",""
1979/10/27,"484","","206",""
1979/10/29,"484","","206",""
1979/10/30,"484","","206",""
1979/10/31,"484","","204",""
1979/11/01,"484","","204",""
1979/11/02,"484","","203",""
1979/11/05,"484","","205",""
1979/11/06,"484","","204",""
1979/11/07,"484","","204",""
1979/11/08,"484","","202",""
1979/11/09,"484","","201",""
1979/11/10,"484","","200",""
1979/11/12,"484","","200",""
1979/11/13,"484","","196",""
1979/11/14,"484","","196",""
1979/11/15,"484","","197",""
1979/11/16,"484","","197",""
1979/11/17,"484","","196",""
1979/11/19,"484","","196",""
1979/11/20,"484","","196",""
1979/11/21,"484","","197",""
1979/11/22,"484","","196",""
1979/11/23,"484","","195",""
1979/11/24,"484","","195",""
1979/11/26,"484","","195",""
1979/11/27,"484","","194",""
1979/11/28,"484","","192",""
1979/11/29,"484","","194",""
1979/11/30,"484","","194",""
1979/12/01,"484","","194",""
1979/12/03,"484","","194",""
1979/12/04,"484","","194",""
1979/12/05,"484","","195",""
1979/12/06,"484","","195",""
1979/12/07,"484","","197",""
1979/12/08,"484","","200",""
1979/12/10,"484","","200",""
1979/12/11,"484","","209",""
1979/12/12,"484","","205",""
1979/12/13,"484","","204",""
1979/12/14,"484","","203",""
1979/12/15,"484","","199",""
1979/12/17,"484","","199",""
1979/12/18,"484","","202",""
1979/12/19,"484","","202",""
1979/12/20,"484","","202",""
1979/12/22,"484","","203",""
1979/12/24,"484","","203",""
1979/12/26,"484","","203",""
1979/12/27,"484","","202",""
1979/12/28,"484","","202",""
1979/12/29,"484","","202",""
1979/12/31,"484","","202",""
1980/01/04,"484","","202",""
1980/01/05,"484","","204",""
1980/01/07,"484","","204",""
1980/01/08,"484","","207",""
1980/01/09,"484","","207",""
1980/01/10,"484","","205",""
1980/01/11,"484","","206",""
1980/01/12,"580","","246",""
1980/01/14,"580","","246",""
1980/01/15,"580","","245",""
1980/01/16,"580","","242",""
1980/01/17,"580","","243",""
1980/01/18,"580","","243",""
1980/01/19,"580","","242",""
1980/01/21,"580","","242",""
1980/01/22,"580","","241",""
1980/01/23,"580","","241",""
1980/01/24,"580","","244",""
1980/01/25,"580","","243",""
1980/01/26,"580","","242",""
1980/01/28,"580","","242",""
1980/01/29,"580","","241",""
1980/01/30,"580","","242",""
1980/01/31,"580","","242",""
1980/02/01,"580","","243",""
1980/02/02,"580","","241",""
1980/02/04,"580","","241",""
1980/02/05,"580","","241",""
1980/02/06,"580","","242",""
1980/02/07,"580","","241",""
1980/02/08,"580","","242",""
1980/02/09,"580","","241",""
1980/02/11,"580","","241",""
1980/02/12,"580","","240",""
1980/02/13,"580","","240",""
1980/02/14,"580","","240",""
1980/02/15,"580","","239",""
1980/02/16,"580","","239",""
1980/02/18,"580","","239",""
1980/02/19,"580","","238",""
1980/02/20,"580","","237",""
1980/02/21,"580","","235",""
1980/02/22,"580","","236",""
1980/02/23,"580","","235",""
1980/02/25,"580","","235",""
1980/02/26,"580","","234",""
1980/02/27,"581","","234",""
1980/02/28,"581","","234",""
1980/02/29,"581","","234",""
1980/03/03,"581","","234",""
1980/03/04,"581","","234",""
1980/03/05,"581","","236",""
1980/03/06,"581","","235",""
1980/03/07,"582","","234",""
1980/03/08,"582","","235",""
1980/03/11,"583","","235",""
1980/03/12,"583","","236",""
1980/03/13,"583","","235",""
1980/03/14,"583","","235",""
1980/03/15,"584","","234",""
1980/03/17,"584","","234",""
1980/03/18,"584","","235",""
1980/03/19,"585","","235",""
1980/03/20,"584","","235",""
1980/03/21,"584","","235",""
1980/03/22,"585","","235",""
1980/03/24,"585","","235",""
1980/03/25,"585","","235",""
1980/03/26,"585","","235",""
1980/03/27,"585","","235",""
1980/03/28,"586","","234",""
1980/03/29,"586","","235",""
1980/03/31,"586","","235",""
1980/04/01,"587","","235",""
1980/04/02,"588","","230",""
1980/04/03,"588","","229",""
1980/04/04,"588","","228",""
1980/04/07,"589","","229",""
1980/04/08,"590","","226",""
1980/04/09,"590","","228",""
1980/04/10,"589","","234",""
1980/04/11,"589","","237",""
1980/04/12,"590","","234",""
1980/04/14,"590","","234",""
1980/04/15,"590","","233",""
1980/04/16,"591","","234",""
1980/04/17,"590","","238",""
1980/04/18,"590","","238",""
1980/04/19,"591","","236",""
1980/04/21,"591","","236",""
1980/04/22,"591","","237",""
1980/04/23,"591","","237",""
1980/04/24,"591","","243",""
1980/04/25,"591","","241",""
1980/04/26,"591","","240",""
1980/04/28,"591","","240",""
1980/04/29,"591","","245",""
1980/04/30,"591","","247",""
1980/05/01,"592","","247",""
1980/05/02,"592","","246",""
1980/05/03,"593","","248",""
1980/05/06,"592","","250",""
1980/05/07,"592","","255",""
1980/05/08,"592","","256",""
1980/05/09,"593","","253",""
1980/05/10,"593","","258",""
1980/05/12,"593","","258",""
1980/05/13,"592","","262",""
1980/05/14,"592","","261",""
1980/05/15,"593","","259",""
1980/05/16,"593","","260",""
1980/05/17,"594","","260",""
1980/05/19,"594","","260",""
1980/05/20,"595","","260",""
1980/05/22,"595","","265",""
1980/05/23,"595","","266",""
1980/05/24,"594","","270",""
1980/05/26,"594","","270",""
1980/05/27,"594","","270",""
1980/05/28,"594","","271",""
1980/05/29,"595","","260",""
1980/05/30,"596","","265",""
1980/05/31,"596","","267",""
1980/06/02,"596","","267",""
1980/06/03,"596","","267",""
1980/06/04,"596","","269",""
1980/06/05,"596","","268",""
1980/06/07,"596","","272",""
1980/06/09,"596","","272",""
1980/06/10,"596","","275",""
1980/06/11,"596","","275",""
1980/06/12,"597","","274",""
1980/06/13,"598","","276",""
1980/06/14,"597","","277",""
1980/06/16,"597","","277",""
1980/06/17,"599","","277",""
1980/06/18,"600","","278",""
1980/06/19,"600","","277",""
1980/06/20,"601","","277",""
1980/06/21,"601","","277",""
1980/06/23,"601","","277",""
1980/06/24,"601","","278",""
1980/06/25,"602","","278",""
1980/06/26,"603","","277",""
1980/06/27,"603","","278",""
1980/06/28,"603","","278",""
1980/06/30,"603","","278",""
1980/07/01,"604","","274",""
1980/07/02,"604","","275",""
1980/07/03,"603","","276",""
1980/07/04,"603","","276",""
1980/07/05,"603","","276",""
1980/07/07,"603","","276",""
1980/07/08,"603","","276",""
1980/07/09,"602","","275",""
1980/07/10,"602","","276",""
1980/07/11,"602","","278",""
1980/07/12,"602","","276",""
1980/07/14,"602","","276",""
1980/07/15,"603","","276",""
1980/07/16,"604","","275",""
1980/07/18,"604","","276",""
1980/07/19,"606","","275",""
1980/07/21,"606","","275",""
1980/07/22,"606","","275",""
1980/07/23,"607","","274",""
1980/07/24,"609","","271",""
1980/07/25,"609","","273",""
1980/07/26,"609","","270",""
1980/07/28,"609","","270",""
1980/07/29,"611","","268",""
1980/07/30,"612","","270",""
1980/07/31,"613","","271",""
1980/08/01,"615","","270",""
1980/08/02,"615","","271",""
1980/08/04,"615","","271",""
1980/08/05,"614","","272",""
1980/08/06,"614","","272",""
1980/08/07,"613","","272",""
1980/08/08,"614","","272",""
1980/08/09,"615","","272",""
1980/08/11,"615","","272",""
1980/08/12,"615","","272",""
1980/08/13,"614","","276",""
1980/08/14,"614","","274",""
1980/08/16,"616","","273",""
1980/08/18,"616","","273",""
1980/08/19,"618","","273",""
1980/08/20,"618","","275",""
1980/08/21,"618","","275",""
1980/08/22,"618","","275",""
1980/08/23,"618","","277",""
1980/08/25,"618","","277",""
1980/08/26,"618","","277",""
1980/08/27,"617","","281",""
1980/08/28,"616","","281",""
1980/08/29,"616","","282",""
1980/08/30,"616","","282",""
1980/09/02,"616","","282",""
1980/09/03,"615","","285",""
1980/09/04,"616","","284",""
1980/09/05,"616","","283",""
1980/09/06,"618","","283",""
1980/09/08,"618","","283",""
1980/09/09,"617","","285",""
1980/09/10,"617","","285",""
1980/09/11,"618","","286",""
1980/09/12,"618","","289",""
1980/09/15,"617","","290",""
1980/09/16,"618","","290",""
1980/09/17,"617","","292",""
1980/09/18,"617","","291",""
1980/09/19,"619","","291",""
1980/09/20,"619","","294",""
1980/09/22,"619","","294",""
1980/09/24,"622","","286",""
1980/09/25,"622","","288",""
1980/09/26,"623","","289",""
1980/09/27,"622","","294",""
1980/09/29,"622","","294",""
1980/09/30,"625","","294",""
1980/10/02,"623","","299",""
1980/10/06,"624","","301",""
1980/10/07,"625","","301",""
1980/10/08,"628","","301",""
1980/10/10,"629","","302",""
1980/10/11,"631","","302",""
1980/10/13,"631","","302",""
1980/10/14,"631","","302",""
1980/10/15,"633","","306",""
1980/10/16,"636","","307",""
1980/10/17,"638","","305",""
1980/10/18,"640","","308",""
1980/10/20,"640","","308",""
1980/10/21,"643","","308",""
1980/10/23,"643","","307",""
1980/10/24,"646","","306",""
1980/10/25,"649","","304",""
1980/10/27,"649","","304",""
1980/10/28,"652","","304",""
1980/10/29,"652","","306",""
1980/10/30,"651","","311",""
1980/10/31,"652","","309",""
1980/11/01,"655","","310",""
1980/11/03,"655","","310",""
1980/11/04,"654","","311",""
1980/11/05,"654","","310",""
1980/11/06,"655","","311",""
1980/11/07,"655","","308",""
1980/11/08,"656","","308",""
1980/11/10,"656","","308",""
1980/11/11,"656","","314",""
1980/11/12,"656","","314",""
1980/11/13,"656","","308",""
1980/11/14,"656","","308",""
1980/11/15,"656","","308",""
1980/11/17,"656","","308",""
1980/11/18,"657","","308",""
1980/11/19,"657","","308",""
1980/11/20,"656","","309",""
1980/11/21,"657","","307",""
1980/11/22,"658","","308",""
1980/11/24,"658","","308",""
1980/11/25,"657","","308",""
1980/11/26,"658","","307",""
1980/11/27,"659","","305",""
1980/11/28,"658","","304",""
1980/11/29,"659","","304",""
1980/12/01,"659","","304",""
1980/12/02,"660","","303",""
1980/12/03,"659","","305",""
1980/12/04,"659","","308",""
1980/12/06,"659","","312",""
1980/12/08,"659","","312",""
1980/12/09,"659","","317",""
1980/12/10,"660","","317",""
1980/12/11,"660","","314",""
1980/12/12,"661","","314",""
1980/12/13,"661","","314",""
1980/12/15,"661","","314",""
1980/12/16,"660","","316",""
1980/12/17,"661","","317",""
1980/12/18,"661","","317",""
1980/12/20,"660","","318",""
1980/12/22,"660","","318",""
1980/12/23,"660","","318",""
1980/12/24,"660","","318",""
1980/12/26,"660","","318",""
1980/12/27,"660","","317",""
1980/12/29,"660","","317",""
1980/12/30,"660","","320",""
1980/12/31,"660","","325",""
1981/01/05,"660","","326",""
1981/01/06,"660","","331",""
1981/01/07,"659","","330",""
1981/01/08,"660","","329",""
1981/01/09,"661","","327",""
1981/01/10,"661","","326",""
1981/01/12,"661","","326",""
1981/01/13,"662","","324",""
1981/01/14,"662","","326",""
1981/01/15,"662","","326",""
1981/01/16,"662","","327",""
1981/01/17,"663","","326",""
1981/01/19,"663","","326",""
1981/01/20,"663","","328",""
1981/01/21,"662","","327",""
1981/01/22,"662","","331",""
1981/01/23,"663","","330",""
1981/01/24,"663","","327",""
1981/01/26,"663","","327",""
1981/01/27,"664","","326",""
1981/01/28,"664","","328",""
1981/01/29,"664","","325",""
1981/01/30,"665","","325",""
1981/01/31,"666","","323",""
1981/02/02,"666","","323",""
1981/02/03,"665","","328",""
1981/02/04,"666","","327",""
1981/02/05,"666","","327",""
1981/02/06,"666","","326",""
1981/02/07,"666","","327",""
1981/02/09,"666","","327",""
1981/02/10,"666","","327",""
1981/02/12,"667","","327",""
1981/02/13,"668","","327",""
1981/02/14,"669","","322",""
1981/02/16,"669","","322",""
1981/02/17,"669","","322",""
1981/02/18,"669","","325",""
1981/02/19,"669","","323",""
1981/02/20,"668","","325",""
1981/02/21,"668","","324",""
1981/02/23,"668","","324",""
1981/02/24,"669","","321",""
1981/02/25,"669","","324",""
1981/02/26,"669","","323",""
1981/02/27,"670","","322",""
1981/02/28,"671","","320",""
1981/03/02,"671","","320",""
1981/03/04,"671","","322",""
1981/03/05,"671","","322",""
1981/03/06,"671","","321",""
1981/03/07,"672","","322",""
1981/03/09,"672","","322",""
1981/03/11,"672","","323",""
1981/03/12,"671","","324",""
1981/03/13,"671","","324",""
1981/03/14,"672","","324",""
1981/03/16,"672","","324",""
1981/03/17,"671","","322",""
1981/03/18,"671","","324",""
1981/03/19,"671","","324",""
1981/03/20,"671","","322",""
1981/03/21,"671","","322",""
1981/03/23,"671","","322",""
1981/03/24,"672","","322",""
1981/03/26,"672","","322",""
1981/03/27,"672","","318",""
1981/03/28,"673","","318",""
1981/03/30,"673","","318",""
1981/03/31,"673","","320",""
1981/04/01,"673","","318",""
1981/04/02,"673","","316",""
1981/04/03,"674","","315",""
1981/04/04,"675","","317",""
1981/04/06,"675","","317",""
1981/04/07,"675","","315",""
1981/04/08,"675","","317",""
1981/04/09,"675","","316",""
1981/04/10,"675","","316",""
1981/04/11,"676","","314",""
1981/04/13,"676","","314",""
1981/04/14,"677","","314",""
1981/04/15,"676","","314",""
1981/04/16,"677","","312",""
1981/04/17,"678","","312",""
1981/04/18,"678","","312",""
1981/04/20,"678","","312",""
1981/04/21,"678","","311",""
1981/04/22,"678","","311",""
1981/04/23,"678","","312",""
1981/04/24,"678","","311",""
1981/04/25,"678","","316",""
1981/04/27,"678","","316",""
1981/04/28,"678","","319",""
1981/04/29,"678","","317",""
1981/04/30,"679","","317",""
1981/05/01,"680","","314",""
1981/05/02,"679","","315",""
1981/05/04,"679","","315",""
1981/05/06,"680","","312",""
1981/05/07,"680","","314",""
1981/05/08,"680","","311",""
1981/05/09,"680","","313",""
1981/05/12,"681","","312",""
1981/05/13,"682","","311",""
1981/05/14,"682","","309",""
1981/05/15,"683","","308",""
1981/05/16,"683","","306",""
1981/05/18,"683","","306",""
1981/05/19,"683","","309",""
1981/05/20,"683","","308",""
1981/05/21,"683","","311",""
1981/05/22,"684","","308",""
1981/05/23,"684","","307",""
1981/05/25,"684","","307",""
1981/05/26,"684","","307",""
1981/05/27,"684","","305",""
1981/05/28,"684","","305",""
1981/05/29,"684","","306",""
1981/05/30,"684","","306",""
1981/06/01,"684","","306",""
1981/06/02,"684","","306",""
1981/06/03,"684","","307",""
1981/06/04,"684","","305",""
1981/06/05,"685","","302",""
1981/06/08,"685","","301",""
1981/06/09,"685","","300",""
1981/06/10,"684","","301",""
1981/06/11,"684","","303",""
1981/06/12,"684","","305",""
1981/06/13,"684","","307",""
1981/06/15,"684","","307",""
1981/06/16,"684","","310",""
1981/06/17,"683","","310",""
1981/06/18,"684","","309",""
1981/06/19,"684","","307",""
1981/06/20,"684","","308",""
1981/06/22,"684","","308",""
1981/06/23,"684","","308",""
1981/06/24,"684","","306",""
1981/06/25,"684","","307",""
1981/06/26,"685","","303",""
1981/06/27,"685","","306",""
1981/06/29,"685","","306",""
1981/06/30,"685","","303",""
1981/07/01,"685","","301",""
1981/07/02,"686","","301",""
1981/07/03,"686","","302",""
1981/07/04,"686","","301",""
1981/07/06,"686","","300",""
1981/07/07,"687","","299",""
1981/07/08,"686","","300",""
1981/07/09,"687","","299",""
1981/07/10,"686","","300",""
1981/07/11,"686","","300",""
1981/07/13,"686","","300",""
1981/07/14,"686","","299",""
1981/07/15,"686","","298",""
1981/07/16,"686","","297",""
1981/07/18,"686","","296",""
1981/07/20,"686","","296",""
1981/07/21,"686","","294",""
1981/07/22,"687","","293",""
1981/07/23,"686","","292",""
1981/07/24,"686","","292",""
1981/07/25,"686","","293",""
1981/07/27,"686","","293",""
1981/07/28,"686","","290",""
1981/07/29,"686","","288",""
1981/07/30,"687","","288",""
1981/07/31,"687","","287",""
1981/08/01,"687","","286",""
1981/08/03,"687","","286",""
1981/08/04,"688","","280",""
1981/08/05,"688","","280",""
1981/08/06,"688","","286",""
1981/08/07,"687","","288",""
1981/08/08,"687","","293",""
1981/08/10,"687","","293",""
1981/08/11,"687","","291",""
1981/08/12,"687","","292",""
1981/08/13,"687","","298",""
1981/08/14,"686","","295",""
1981/08/17,"687","","294",""
1981/08/18,"686","","301",""
1981/08/19,"686","","300",""
1981/08/20,"686","","299",""
1981/08/21,"686","","299",""
1981/08/22,"686","","302",""
1981/08/24,"686","","302",""
1981/08/25,"686","","300",""
1981/08/26,"686","","298",""
1981/08/27,"686","","298",""
1981/08/28,"686","","297",""
1981/08/29,"686","","300",""
1981/08/31,"686","","300",""
1981/09/01,"686","","296",""
1981/09/02,"686","","298",""
1981/09/03,"685","","299",""
1981/09/04,"685","","298",""
1981/09/05,"685","","299",""
1981/09/07,"685","","299",""
1981/09/08,"685","","299",""
1981/09/09,"686","","294",""
1981/09/10,"686","","294",""
1981/09/11,"686","","296",""
1981/09/14,"685","","296",""
1981/09/15,"685","","302",""
1981/09/16,"685","","303",""
1981/09/17,"684","","301",""
1981/09/18,"684","","303",""
1981/09/19,"684","","303",""
1981/09/21,"684","","303",""
1981/09/22,"684","","304",""
1981/09/23,"684","","301",""
1981/09/24,"685","","300",""
1981/09/25,"685","","300",""
1981/09/26,"685","","298",""
1981/09/28,"685","","298",""
1981/09/29,"686","","298",""
1981/09/30,"686","","294",""
1981/10/02,"686","","294",""
1981/10/05,"686","","298",""
1981/10/06,"686","","300",""
1981/10/07,"685","","298",""
1981/10/08,"685","","300",""
1981/10/10,"685","","302",""
1981/10/12,"685","","302",""
1981/10/13,"685","","302",""
1981/10/14,"686","","300",""
1981/10/15,"686","","300",""
1981/10/16,"686","","297",""
1981/10/17,"687","","297",""
1981/10/19,"687","","297",""
1981/10/20,"687","","295",""
1981/10/21,"687","","296",""
1981/10/22,"687","","294",""
1981/10/23,"688","","294",""
1981/10/24,"688","","296",""
1981/10/26,"688","","296",""
1981/10/27,"688","","291",""
1981/10/28,"688","","293",""
1981/10/29,"688","","293",""
1981/10/30,"687","","293",""
1981/10/31,"687","","295",""
1981/11/02,"687","","295",""
1981/11/03,"687","","300",""
1981/11/04,"687","","300",""
1981/11/05,"687","","302",""
1981/11/06,"687","","301",""
1981/11/07,"688","","301",""
1981/11/09,"688","","301",""
1981/11/10,"688","","302",""
1981/11/11,"688","","300",""
1981/11/12,"688","","302",""
1981/11/13,"688","","303",""
1981/11/14,"688","","303",""
1981/11/16,"688","","303",""
1981/11/17,"688","","304",""
1981/11/18,"688","","308",""
1981/11/19,"688","","309",""
1981/11/20,"688","","311",""
1981/11/21,"688","","316",""
1981/11/23,"688","","316",""
1981/11/24,"689","","317",""
1981/11/25,"689","","320",""
1981/11/26,"689","","319",""
1981/11/27,"690","","320",""
1981/11/28,"690","","320",""
1981/11/30,"690","","320",""
1981/12/01,"690","","323",""
1981/12/02,"690","","319",""
1981/12/03,"691","","322",""
1981/12/04,"692","","319",""
1981/12/05,"692","","319",""
1981/12/07,"692","","319",""
1981/12/08,"693","","319",""
1981/12/09,"693","","318",""
1981/12/10,"694","","317",""
1981/12/11,"695","","318",""
1981/12/12,"695","","317",""
1981/12/14,"695","","317",""
1981/12/15,"696","","316",""
1981/12/16,"696","","321",""
1981/12/17,"696","","321",""
1981/12/18,"697","","318",""
1981/12/19,"698","","318",""
1981/12/21,"698","","318",""
1981/12/22,"698","","318",""
1981/12/23,"698","","318",""
1981/12/24,"699","","316",""
1981/12/26,"699","","315",""
1981/12/28,"699","","315",""
1981/12/29,"700","","314",""
1981/12/30,"701","","316",""
1981/12/31,"701","","319",""
1982/01/04,"701","","319",""
1982/01/05,"701","","321",""
1982/01/06,"702","","320",""
1982/01/07,"702","","319",""
1982/01/08,"703","","317",""
1982/01/09,"703","","318",""
1982/01/11,"703","","318",""
1982/01/12,"704","","315",""
1982/01/13,"705","","316",""
1982/01/14,"705","","314",""
1982/01/15,"706","","314",""
1982/01/16,"706","","315",""
1982/01/18,"706","","315",""
1982/01/19,"707","","314",""
1982/01/20,"707","","314",""
1982/01/21,"707","","314",""
1982/01/22,"707","","313",""
1982/01/23,"708","","312",""
1982/01/25,"708","","312",""
1982/01/26,"708","","309",""
1982/01/27,"708","","310",""
1982/01/28,"708","","308",""
1982/01/29,"708","","307",""
1982/01/30,"708","","311",""
1982/02/01,"708","","311",""
1982/02/02,"709","","304",""
1982/02/03,"709","","303",""
1982/02/04,"709","","303",""
1982/02/05,"709","","304",""
1982/02/06,"709","","303",""
1982/02/08,"709","","303",""
1982/02/09,"709","","301",""
1982/02/10,"710","","301",""
1982/02/11,"710","","301",""
1982/02/12,"710","","301",""
1982/02/13,"710","","298",""
1982/02/15,"710","","298",""
1982/02/16,"711","","295",""
1982/02/17,"710","","296",""
1982/02/18,"710","","297",""
1982/02/19,"710","","302",""
1982/02/20,"710","","308",""
1982/02/22,"710","","308",""
1982/02/23,"710","","307",""
1982/02/24,"711","","303",""
1982/02/25,"711","","304",""
1982/02/26,"711","","301",""
1982/02/27,"712","","298",""
1982/03/02,"712","","299",""
1982/03/03,"712","","301",""
1982/03/04,"712","","301",""
1982/03/05,"712","","303",""
1982/03/06,"712","","303",""
1982/03/08,"712","","303",""
1982/03/09,"712","","302",""
1982/03/11,"713","","301",""
1982/03/12,"714","","298",""
1982/03/13,"714","","298",""
1982/03/15,"714","","298",""
1982/03/16,"714","","298",""
1982/03/17,"715","","296",""
1982/03/18,"715","","296",""
1982/03/19,"715","","295",""
1982/03/20,"716","","293",""
1982/03/22,"716","","293",""
1982/03/23,"717","","291",""
1982/03/24,"717","","294",""
1982/03/25,"717","","294",""
1982/03/26,"717","","293",""
1982/03/27,"718","","290",""
1982/03/29,"718","","290",""
1982/03/30,"718","","292",""
1982/03/31,"718","","291",""
1982/04/01,"719","","291",""
1982/04/02,"719","","292",""
1982/04/03,"719","","292",""
1982/04/06,"720","","290",""
1982/04/07,"720","","291",""
1982/04/08,"720","","293",""
1982/04/09,"721","","290",""
1982/04/10,"721","","291",""
1982/04/12,"721","","291",""
1982/04/13,"721","","291",""
1982/04/14,"721","","292",""
1982/04/15,"721","","292",""
1982/04/16,"722","","291",""
1982/04/17,"722","","292",""
1982/04/19,"722","","292",""
1982/04/20,"722","","295",""
1982/04/21,"721","","297",""
1982/04/22,"721","","297",""
1982/04/23,"722","","297",""
1982/04/24,"722","","301",""
1982/04/26,"722","","301",""
1982/04/27,"722","","303",""
1982/04/28,"722","","304",""
1982/04/29,"721","","304",""
1982/04/30,"721","","307",""
1982/05/03,"721","","305",""
1982/05/04,"721","","305",""
1982/05/06,"721","","308",""
1982/05/07,"721","","311",""
1982/05/08,"721","","310",""
1982/05/10,"721","","310",""
1982/05/11,"722","","308",""
1982/05/12,"722","","311",""
1982/05/13,"722","","308",""
1982/05/14,"724","","306",""
1982/05/15,"724","","309",""
1982/05/17,"724","","309",""
1982/05/18,"725","","305",""
1982/05/19,"727","","306",""
1982/05/20,"728","","304",""
1982/05/21,"728","","307",""
1982/05/22,"728","","306",""
1982/05/24,"728","","306",""
1982/05/25,"728","","305",""
1982/05/26,"729","","304",""
1982/05/27,"730","","303",""
1982/05/28,"732","","302",""
1982/05/29,"733","","301",""
1982/05/31,"733","","301",""
1982/06/01,"733","","301",""
1982/06/02,"735","","301",""
1982/06/03,"736","","302",""
1982/06/04,"736","","302",""
1982/06/05,"735","","302",""
1982/06/07,"735","","302",""
1982/06/08,"737","","301",""
1982/06/09,"737","","298",""
1982/06/10,"738","","298",""
1982/06/11,"738","","296",""
1982/06/12,"738","","299",""
